V1,id,question,sexual_orientation,age,marital_status,demographic_race,gender,ethnicity,residency_type,education,RE_job,ownership,treatment,property_chosen,abs_value_diff,value_diff,p_id,Index,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,nb_race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,log_abs_diff,log_white_diff,nb_is_white,street_view_person
274,145,15s,Heterosexual,32,Married,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,High school,I have never studied or worked in this field.,I currently do not pay rent or ownership costs,1,Property 2,1e+05,-1e+05,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,1e+05,11.5129254649702,11.5129254649702,1,0
275,146,15s,Heterosexual,51,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,1e+05,-1e+05,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,1e+05,11.5129254649702,11.5129254649702,1,0
276,149,15s,Heterosexual,46,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,Other (please explain):,I currently rent from a property owner or management company,1,Property 2,20000,-20000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,20000,9.90348755253613,9.90348755253613,1,0
277,150,15s,Heterosexual,35,Single,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,15000,-15000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,15000,9.61580548008435,9.61580548008435,1,0
278,153,15s,Heterosexual,39,Married,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Master's / MBA,I have never studied or worked in this field.,I currently own property.,1,Property 2,40000,-40000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,40000,10.5966347330961,10.5966347330961,1,0
279,155,15s,Heterosexual,34,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 1,14000,14000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-14000,9.5468126085974,-9.5468126085974,0,0
280,157,15s,Heterosexual,47,Married,White,Male,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,"I currently own property.,I have owned property in the past that I do not currently own.",1,Property 2,6000,-6000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,6000,8.69951474821019,8.69951474821019,1,0
281,158,15s,Heterosexual,33,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,6000,-6000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,6000,8.69951474821019,8.69951474821019,1,0
282,163,15s,Heterosexual,40,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,5000,5000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-5000,8.51719319141624,-8.51719319141624,0,0
283,164,15s,Homosexual,59,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,50000,50000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-50000,10.8197782844103,-10.8197782844103,0,0
284,167,15s,Heterosexual,57,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,5000,5000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-5000,8.51719319141624,-8.51719319141624,0,0
285,168,15s,Heterosexual,68,In a domestic partnership,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,Other (please explain):,I have owned property in the past that I do not currently own.,1,Property 1,2000,2000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-2000,7.60090245954208,-7.60090245954208,0,0
286,172,15s,Heterosexual,30,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I am currently working in this field.,I currently own property.,1,Property 2,50000,-50000,2,13093,p15s-1,p15n-1,3121,11,53307,37,white,5.2,4,1,2574,2005,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,50000,10.8197782844103,10.8197782844103,1,0
287,173,15s,Heterosexual,41,Married,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 1,5000,5000,1,13156,p15s-1,p15n-1,2106,10,55744,36,black,5.5,4,1,2559,2008,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-5000,8.51719319141624,-8.51719319141624,0,0
288,73,16s,Heterosexual,33,Widowed,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,30000,30000,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,30000,10.3089526606443,10.3089526606443,1,0
289,74,16s,Heterosexual,44,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,60000,-60000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-60000,11.0020998412042,-11.0020998412042,0,0
290,78,16s,Heterosexual,42,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently own property.,1,Property 2,25000,-25000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-25000,10.1266311038503,-10.1266311038503,0,0
291,81,16s,Heterosexual,32,In a domestic partnership,Black or African American,Male,Yes,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,10000,10000,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,10000,9.21034037197618,9.21034037197618,1,0
292,82,16s,Heterosexual,41,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,110000,-110000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-110000,11.6082356447746,-11.6082356447746,0,0
293,87,16s,Heterosexual,28,In a domestic partnership,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,250000,-250000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-250000,12.4292161968444,-12.4292161968444,0,0
294,88,16s,Heterosexual,47,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,30000,-30000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-30000,10.3089526606443,-10.3089526606443,0,0
295,89,16s,Heterosexual,43,Single,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 2,50000,-50000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-50000,10.8197782844103,-10.8197782844103,0,0
296,92,16s,Heterosexual,30,Married,White,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,20000,20000,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,20000,9.90348755253613,9.90348755253613,1,0
297,94,16s,Heterosexual,33,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,40000,-40000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-40000,10.5966347330961,-10.5966347330961,0,0
298,97,16s,Heterosexual,60,In a domestic partnership,White,Female,No,Rural area: I live outside a metropolitan area.,Bachelor's,I have never studied or worked in this field.,"I currently own property.,I have owned property in the past that I do not currently own.",1,Property 2,25000,-25000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-25000,10.1266311038503,-10.1266311038503,0,0
299,99,16s,Heterosexual,27,Single,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have previously worked in this field.,I currently rent from a property owner or management company,1,Property 2,8000,-8000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-8000,8.98719682066197,-8.98719682066197,0,0
300,102,16s,Heterosexual,33,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 2,70000,-70000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-70000,11.1562505210315,-11.1562505210315,0,0
301,103,16s,Heterosexual,36,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,25000,-25000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-25000,10.1266311038503,-10.1266311038503,0,0
302,106,16s,Heterosexual,62,Married,White,Female,No,Rural area: I live outside a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently own property.,1,Property 1,70000,70000,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,70000,11.1562505210315,11.1562505210315,1,0
303,108,16s,Heterosexual,59,Single,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Bachelor's,Other (please explain):,I currently rent from a property owner or management company,1,Property 1,5000,5000,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,5000,8.51719319141624,8.51719319141624,1,0
304,109,16s,Heterosexual,46,Separated,White,Female,No,Rural area: I live outside a metropolitan area.,High school,I have previously worked in this field.,I currently own property.,1,Property 2,4000,-4000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-4000,8.29404964010203,-8.29404964010203,0,0
305,110,16s,Heterosexual,55,In a domestic partnership,White,Female,No,Urban area: I live within the principal city of a metropolitan area.,Associate's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,40000,-40000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-40000,10.5966347330961,-10.5966347330961,0,0
306,112,16s,Heterosexual,47,Single,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,20000,-20000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-20000,9.90348755253613,-9.90348755253613,0,0
307,116,16s,Heterosexual,27,Single,East Asian,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,2e+05,-2e+05,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-2e+05,12.2060726455302,-12.2060726455302,0,0
308,118,16s,Heterosexual,58,Single,Black or African American,Female,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,1100,1100,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,1100,7.00306545878646,7.00306545878646,1,0
309,120,16s,Heterosexual,43,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,I currently own property.,1,Property 1,12500,12500,1,17059,p16s-1,p16n-1,2300,8,122857,43,white,7.8,5,2,3322,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,12500,9.43348392329039,9.43348392329039,1,0
310,121,16s,Heterosexual,38,In a domestic partnership,East Asian,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",Bachelor's,I have never studied or worked in this field.,"I have owned property in the past that I do not currently own.,I currently rent from a property owner or management company",1,Property 2,75000,-75000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-75000,11.2252433925184,-11.2252433925184,0,0
311,122,16s,Heterosexual,56,Married,White,Male,No,"Suburban area: I live in a metropolitan area, but not in a city.",High school,I have never studied or worked in this field.,I currently rent from a property owner or management company,1,Property 2,5000,-5000,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-5000,8.51719319141624,-8.51719319141624,0,0
312,124,16s,Heterosexual,60,In a domestic partnership,White,Male,No,Urban area: I live within the principal city of a metropolitan area.,Ph.D,I have never studied or worked in this field.,I currently own property.,1,Property 2,2500,-2500,2,17064,p16s-1,p16n-1,3552,8,121389,42,asian,7.1,5,2,3312,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-2500,7.82404601085629,-7.82404601085629,0,0
