	id	question	treatment	property	abs_value_diff	value_diff	Index	Property	question_treatment	question_control	population_density	walk_score	median_household_income	median_age	race	median_rooms_rounded	bedrooms	bathrooms	sq_ft	year_built	housing_density	median_male_age	pct_white	school_districts	pct_lt_hs_grad	median_rooms	pct_hs_grad	pct_at_least_col_grad	GEOID	state	tract	NAME	ALAND	ALAND_SQMI	county	Pair_ID	INTPTLAT	INTPTLONG	iframe	Racial majority detail
207	22	14s	1.0	Property 1	8500	8500	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
208	27	14s	1.0	Property 1	5000	5000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
209	27	14s	1.0	Property 1	5000	5000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
210	28	14s	1.0	Property 1	15000	15000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
211	28	14s	1.0	Property 1	15000	15000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
212	29	14s	1.0	Property 1	15000	15000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
213	29	14s	1.0	Property 1	15000	15000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
214	30	14s	1.0	Property 1	41000	41000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
215	30	14s	1.0	Property 1	41000	41000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
216	31	14s	1.0	Property 2	10000	-10000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
217	31	14s	1.0	Property 2	10000	-10000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
218	32	14s	1.0	Property 2	30000	-30000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
219	32	14s	1.0	Property 2	30000	-30000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
220	33	14s	1.0	Property 1	3000	3000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
221	33	14s	1.0	Property 1	3000	3000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
222	37	14s	1.0	Property 1	25000	25000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
223	37	14s	1.0	Property 1	25000	25000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
224	38	14s	1.0	Property 2	1000	-1000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
225	38	14s	1.0	Property 2	1000	-1000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
226	39	14s	1.0	Property 1	22000	22000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
227	39	14s	1.0	Property 1	22000	22000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
228	40	14s	1.0	Property 1	10000	10000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
229	40	14s	1.0	Property 1	10000	10000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
230	44	14s	1.0	Property 2	75000	-75000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
231	44	14s	1.0	Property 2	75000	-75000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
232	46	14s	1.0	Property 2	20000	-20000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
233	46	14s	1.0	Property 2	20000	-20000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
234	50	14s	1.0	Property 2	5000	-5000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
235	50	14s	1.0	Property 2	5000	-5000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
236	53	14s	1.0	Property 2	50000	-50000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
237	53	14s	1.0	Property 2	50000	-50000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
238	55	14s	1.0	Property 1	30000	30000	12819	1	p14s-1	p14n-1	6119.318182	13.88888889	48442	43.9	white	4	3.0	1	1957	1999	2320.075758	44.6	0.7932528629000001	['Broward County School District']	0.1399168399	4.3	0.3237006237	0.259043659	12011010200	12	10200	Census Tract 102, Broward County, Florida	2734652	1.056	11	14	26.3110979	-80.09787440000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/021b04c0514be765?cells=test""></iframe>"	white alone
239	55	14s	1.0	Property 1	30000	30000	12696	2	p14s-1	p14n-1	6961.776859999999	13.75	46297	43.9	black	4	3.0	1	1954	1996	2882.231405	44.5	0.44739575600000003	['Broward County School District']	0.1117818485	4.6	0.32472939219999997	0.2824729392	12011060105	12	60105	Census Tract 601.05, Broward County, Florida	2506485	0.968	11	14	26.198791800000002	-80.2411828	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/388ff57be1ee922f?cells=test""></iframe>"	technically white majority but black barely lower
240	8	15s	1.0	Property 1	15000	15000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
241	8	15s	1.0	Property 1	15000	15000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
242	9	15s	1.0	Property 2	7000	-7000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
243	9	15s	1.0	Property 2	7000	-7000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
244	11	15s	1.0	Property 1	1000	1000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
245	11	15s	1.0	Property 1	1000	1000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
246	14	15s	1.0	Property 2	11000	-11000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
247	14	15s	1.0	Property 2	11000	-11000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
248	16	15s	1.0	Property 2	10000	-10000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
249	16	15s	1.0	Property 2	10000	-10000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
250	17	15s	1.0	Property 2	35000	-35000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
251	17	15s	1.0	Property 2	35000	-35000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
252	20	15s	1.0	Property 2	11500	-11500	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
253	20	15s	1.0	Property 2	11500	-11500	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
254	22	15s	1.0	Property 2	26000	-26000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
255	22	15s	1.0	Property 2	26000	-26000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
256	27	15s	1.0	Property 2	10000	-10000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
257	27	15s	1.0	Property 2	10000	-10000	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
258	28	15s	1.0	Property 2	35500	-35500	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
259	28	15s	1.0	Property 2	35500	-35500	13093	2	p15s-1	p15n-1	3121.94204	11.05555556	53307	37.0	white	5		1	2574	2008	1247.271359	35.5	0.7060880048	['Duval County School District']	0.09665991902999999	5.2	0.27412280699999997	0.36251686909999997	12031016722	12	16722	Census Tract 167.22, Duval County, Florida	6881790	2.657	31	15	30.195021	-81.603842	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""></iframe>"	white alone
260	29	15s	1.0	Property 2	20000	-20000	13156	1	p15s-1	p15n-1	2106.103024	10.77777778	55744	36.9	black	5	4.0	1	2559	2574	766.7973124	35.4	0.09637112854	['Duval County School District']	0.042333203279999995	5.5	0.2660944206	0.24931720640000002	12031010304	12	10304	Census Tract 103.04, Duval County, Florida	9252095	3.572	31	15	30.442819800000002	-81.65615490000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/2b444547e0c567ba?cells=test""></iframe>"	black
