	id	question	sexual_orientation	age	marital_status	demographic_race	gender	ethnicity	residency_type	education	RE_job	ownership	treatment	property_chosen	abs_value_diff	value_diff	p_id	Index	question_treatment	question_control	population_density	walk_score	median_household_income	median_age	nb_race	median_rooms_rounded	bedrooms	bathrooms	sq_ft	year_built	housing_density	median_male_age	pct_white	school_districts	pct_lt_hs_grad	median_rooms	pct_hs_grad	pct_at_least_col_grad	GEOID	state	tract	NAME	ALAND	ALAND_SQMI	county	Pair_ID	INTPTLAT	INTPTLONG	iframe	Racial majority detail
135	155	11s	Heterosexual	34	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	12000	-12000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
136	157	11s	Heterosexual	47	Married	White	Male	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.,I have owned property in the past that I do not currently own.	1.0	Property 1	22000	22000	1	6327	p11s-1	p11n-1	8937	14	108478	43	white	5.7	4	2	2710	2003	3256.809339	43.3	0.7525032651000001	['Huntington Beach Union High School District', 'Ocean View Elementary School District']	0.05311125079	5.7	0.1543054683	0.4311753614	6059099408	6	99408	Census Tract 994.08, Orange County, California	1331052	0.514	59	11	33.722606799999994	-118.0371737	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/5d1f1a7c1c389f8d?cells=test""></iframe>"	white alone
137	158	11s	Heterosexual	33	Single	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	25000	-25000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
138	163	11s	Heterosexual	40	Married	White	Female	No	Rural area: I live outside a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	7000	-7000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
139	164	11s	Homosexual	59	Married	White	Female	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	12000	-12000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
140	167	11s	Heterosexual	57	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	5000	-5000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
141	168	11s	Heterosexual	68	In a domestic partnership	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	Other (please explain):	I have owned property in the past that I do not currently own.	1.0	Property 2	2000	-2000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
142	172	11s	Heterosexual	30	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I am currently working in this field.	I currently own property.	1.0	Property 2	30000	-30000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
143	173	11s	Heterosexual	41	Married	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	5000	-5000	2	6347	p11s-1	p11n-1	9838	14	111169	42	asian	6.1	4	2	2718	2001	3042.517007	42.8	0.370613656	['Anaheim Union High School District', 'Centralia Elementary School District', 'Cypress Elementary School District']	0.08491461101	6.1	0.1662713472	0.4786527514	6059110102	6	110102	Census Tract 1101.02, Orange County, California	1522630	0.588	59	11	33.841660299999994	-118.0450025	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/079d97effd59d261?cells=test""></iframe>"	nearly asian
144	73	13s	Heterosexual	33	Widowed	White	Female	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	60000	-60000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
145	74	13s	Heterosexual	44	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	90000	-90000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
146	78	13s	Heterosexual	42	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	25000	-25000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
147	81	13s	Heterosexual	32	In a domestic partnership	Black or African American	Male	Yes	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	5000	-5000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
148	82	13s	Heterosexual	41	Single	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	60000	-60000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
149	87	13s	Heterosexual	28	In a domestic partnership	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	55000	-55000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
150	88	13s	Heterosexual	47	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	75000	-75000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
151	89	13s	Heterosexual	43	Single	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	30000	-30000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
152	92	13s	Heterosexual	30	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	15000	-15000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
153	94	13s	Heterosexual	33	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	25000	-25000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
154	97	13s	Heterosexual	60	In a domestic partnership	White	Female	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.,I have owned property in the past that I do not currently own.	1.0	Property 2	8000	-8000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
155	99	13s	Heterosexual	27	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have previously worked in this field.	I currently rent from a property owner or management company	1.0	Property 1	3500	3500	1	9720	p13s-1	p13n-1	6473	14	49677	32	hispanic	4.6	3	2	2108	1999	2142.5287359999998	29.8	0.4566761364	['Fairfield-Suisun Unified School District']	0.1688022284	4.6	0.3448467967	0.10473537599999999	6095252501	6	252501	Census Tract 2525.01, Solano County, California	1126761	0.435	95	13	38.2547036	-122.04127759999999	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/c315f8f0038252e9?cells=test""></iframe>"	hispanic
156	102	13s	Heterosexual	33	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	20000	-20000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
157	103	13s	Heterosexual	36	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	1000	-1000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
158	106	13s	Heterosexual	62	Married	White	Female	No	Rural area: I live outside a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	65000	-65000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
159	108	13s	Heterosexual	59	Single	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	Other (please explain):	I currently rent from a property owner or management company	1.0	Property 2	15000	-15000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
160	109	13s	Heterosexual	46	Separated	White	Female	No	Rural area: I live outside a metropolitan area.	High school	I have previously worked in this field.	I currently own property.	1.0	Property 2	50000	-50000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
161	110	13s	Heterosexual	55	In a domestic partnership	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	10000	-10000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
162	112	13s	Heterosexual	47	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	2000	-2000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
163	116	13s	Heterosexual	27	Single	East Asian	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 1	50000	50000	1	9720	p13s-1	p13n-1	6473	14	49677	32	hispanic	4.6	3	2	2108	1999	2142.5287359999998	29.8	0.4566761364	['Fairfield-Suisun Unified School District']	0.1688022284	4.6	0.3448467967	0.10473537599999999	6095252501	6	252501	Census Tract 2525.01, Solano County, California	1126761	0.435	95	13	38.2547036	-122.04127759999999	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/c315f8f0038252e9?cells=test""></iframe>"	hispanic
164	118	13s	Heterosexual	58	Single	Black or African American	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	3300	-3300	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
165	120	13s	Heterosexual	43	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	12000	-12000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
166	121	13s	Heterosexual	38	In a domestic partnership	East Asian	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I have owned property in the past that I do not currently own.,I currently rent from a property owner or management company	1.0	Property 2	75000	-75000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
167	122	13s	Heterosexual	56	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	1000	-1000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
168	124	13s	Heterosexual	60	In a domestic partnership	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Ph.D	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	20000	-20000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
169	126	13s	Heterosexual	38	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	25000	-25000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
170	127	13s	Heterosexual	34	Single	Black or African American	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	100000	-100000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
171	128	13s	Heterosexual	48	Single	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	60000	-60000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
172	130	13s	Heterosexual	60	Married	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	10000	-10000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
173	132	13s	Heterosexual	31	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	35000	-35000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
174	135	13s	Heterosexual	41	Single	Black or African American	Female	No	Rural area: I live outside a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	35000	-35000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
175	137	13s	Heterosexual	40	In a domestic partnership	White	Male	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	10000	-10000	2	9727	p13s-1	p13n-1	6253	15	53685	31	white	5.1	3	2	2123	1997	2354.378819	29.2	0.6842533789	['Vacaville Unified School District']	0.07412472647999999	5.1	0.35749452950000005	0.14387308529999998	6095253107	6	253107	Census Tract 2531.07, Solano County, California	2543548	0.982	95	13	38.3420895	-121.97905120000001	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/47848b383c8bce29?cells=test""></iframe>"	white alone
